MsgID.LOCAL_POSITION,3403.6430000,-0.0494445,0.4199268,-0.0812998
MsgID.LOCAL_VELOCITY,3403.6430000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957320,37.7932843,0.0920000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957366,37.7932853,0.0000000
MsgID.LOCAL_POSITION,3403.8930000,-0.2341243,0.4257942,-0.1006945
MsgID.LOCAL_VELOCITY,3403.8930000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957320,37.7932825,0.1050000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3404.1430000,-0.3183637,0.4008244,-0.1080283
MsgID.LOCAL_VELOCITY,3404.1430000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957315,37.7932830,0.1060000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3404.3930000,-0.1875971,0.5406054,-0.1019422
MsgID.LOCAL_VELOCITY,3404.3930000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957301,37.7932845,0.0930000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3404.6430000,-0.0372339,0.4974956,-0.0833219
MsgID.LOCAL_VELOCITY,3404.6430000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957328,37.7932848,0.0690000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957366,37.7932853,0.0000000
MsgID.LOCAL_POSITION,3404.8940000,-0.1303596,0.3199546,-0.0547404
MsgID.LOCAL_VELOCITY,3404.8940000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957318,37.7932838,0.0360000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3405.1440000,-0.1560421,0.5396430,-0.0207099
MsgID.LOCAL_VELOCITY,3405.1440000,0.0000000,0.0000000,-0.0000000
